"Site.Name","Escape.ID","Operator.at.Time.of.Escape","Escape.Water.Type","Escape.Start.Date","Escape.Start.Time","Escape.End.Time","Escape.Grid.Reference","Escaped.Species","Stage","Age","Average.Weight.Kg.","Initial.Date.of.Escape","Initial.Number.Escaped","Initial.Escape.Reason","Final.Date.of.Escape","Final.Number.Escaped","Final.Number.Recovered","Final.Escape.Reason","Marine.Scotland.Site.ID","Date.Registered","National.Grid.Reference","Local.Authority","Producing.in.Last.3.Years","Site.Address.1","Site.Address.2","Site.Address.3","Site.Post.Code","Site.Contact.Number","Aquaculture.Type","Water.Type","Health.Surveillance","Easting","Northing","MS.Management.Area","Region","Operator","Species","year","month","c2","c3","c4","c5","c6","c7"
"strone point",2000248,"lighthouse caledonia ltd","s","13-Sep-09",NA,NA,"ns081724","atlantic salmon","grower fish (salmon only)",17,0.722,"14-Sep-09","58,880","hole in net - hol","13-Oct-09",0,0,"hole in net","fs1056","10-Mar-03","ns080724","argyll and bute","yes","toward","dunoon","argyll","pa23 7uj","01546 602172","fish","seawater","medium",208000,672400,"19b - kyles of bute","strathclyde","the scottish salmon company","wrasse, atlantic salmon, lumpsucker",NA,NA,NA,NA,NA,NA,NA,NA
"strone point",2000030,"murray seafoods ltd","s","17-Mar-06","12:00",NA,"ns080724","atlantic salmon","grower fish (salmon only)",25,3.4,"27-Mar-06","16000","hole in net - hol","18-Apr-06",0,0,"unknown","fs1056","10-Mar-03","ns080724","argyll and bute","yes","toward","dunoon","argyll","pa23 7uj","01546 602172","fish","seawater","medium",208000,672400,"19b - kyles of bute","strathclyde","the scottish salmon company","wrasse, lumpsucker, atlantic salmon",NA,NA,NA,NA,NA,NA,NA,NA
"strone point",2000128,"the scottish salmon company","s","10-Aug-06","not kno",NA,"ns080724","atlantic salmon","grower fish (salmon only)",22,4.1,"3-Nov-06","8838","human error - hum","1-Dec-06",0,0,"human error","fs1056","10-Mar-03","ns080724","argyll and bute","yes","toward","dunoon","argyll","pa23 7uj","01546 602172","fish","seawater","medium",208000,672400,"19b - kyles of bute","strathclyde","the scottish salmon company","lumpsucker, atlantic salmon, wrasse",NA,NA,NA,NA,NA,NA,NA,NA
"sunart",2000360,"marine harvest (scotland) ltd","s","17-May-00",NA,NA,NA,"atlantic salmon","grower fish (salmon only)",14.636690647482,3,NA,"unknown","human error - hum",NA,0,0,"human error","fs0205","9-Oct-94","nm785602","highland","no","n/a",NA,NA,NA,NA,"fish","seawater",NA,178500,760200,NA,"highland","mowi scotland ltd","atlantic salmon",NA,NA,NA,NA,NA,NA,NA,NA
"taranaish",2000513,"the scottish salmon company","s","14-Mar-20","unknown","14-Mar-20","nb177372","atlantic salmon","grower fish (salmon only)",12,2.3,"20-Mar-20","0","predator - prd","25-Mar-20",0,0,"predator","fs0752","7-Oct-92","nb177372","western isles","yes","breasclete pier","breasclete","isle of lewis","hs2 9ed","01546 602172","fish","seawater","medium",117700,937200,"6a - loch roag","western isles","the scottish salmon company","lumpsucker, wrasse, atlantic salmon",NA,NA,NA,NA,NA,NA,NA,NA
"taranaish",2000239,"lighthouse caledonia ltd","s","27-Jul-09",NA,"28-Jul-09","nb177372","atlantic salmon","grower fish (salmon only)",15,0.3,"28-Jul-09","0","no actual escape of fish - nes","30-Jul-09",0,0,"no actual escape of fish","fs0752","7-Oct-92","nb177372","western isles","yes","breasclete pier","breasclete","isle of lewis","hs2 9ed","01546 602172","fish","seawater","medium",117700,937200,"6a - loch roag","western isles","the scottish salmon company","atlantic salmon, lumpsucker, wrasse",NA,NA,NA,NA,NA,NA,NA,NA
"taranaish",2000214,"the scottish salmon company","s","22-Nov-08",NA,"22-Nov-08","nb177372","atlantic salmon","grower fish (salmon only)",18,3,"22-Nov-08","unknown","no actual escape of fish - nes","18-Dec-08",0,0,"no actual escape of fish","fs0752","7-Oct-92","nb177372","western isles","yes","breasclete pier","breasclete","isle of lewis","hs2 9ed","01546 602172","fish","seawater","medium",117700,937200,"6a - loch roag","western isles","the scottish salmon company","wrasse, lumpsucker, atlantic salmon",NA,NA,NA,NA,NA,NA,NA,NA
"taranaish",2000218,"lighthouse caledonia ltd","s","30-Nov-08",NA,"30-Nov-08","nb177372","atlantic salmon","grower fish (salmon only)",18,3,"16-Jan-09","0","no actual escape of fish - nes","16-Jan-09",0,0,"no actual escape of fish","fs0752","7-Oct-92","nb177372","western isles","yes","breasclete pier","breasclete","isle of lewis","hs2 9ed","01546 602172","fish","seawater","medium",117700,937200,"6a - loch roag","western isles","the scottish salmon company","lumpsucker, atlantic salmon, wrasse",NA,NA,NA,NA,NA,NA,NA,NA
"taranaish",2000203,"lighthouse caledonia ltd","s","29-Aug-08","12:00","29-Aug-08",NA,"atlantic salmon","grower fish (salmon only)",16,3,"29-Aug-08","7437","hole in net - hol","18-Sep-08",7437,0,"hole in net","fs0752","7-Oct-92","nb177372","western isles","yes","breasclete pier","breasclete","isle of lewis","hs2 9ed","01546 602172","fish","seawater","medium",117700,937200,"6a - loch roag","western isles","the scottish salmon company","wrasse, lumpsucker, atlantic salmon",NA,NA,NA,NA,NA,NA,NA,NA
"tarbert south",2000516,"the scottish salmon company","s","4-Dec-19",NA,NA,NA,"atlantic salmon","grower fish (salmon only)",3,3.05018021201413,"11-May-20","0","predator - prd","11-May-20",0,0,"predator","fs0767","1-Feb-92","nr903653","argyll and bute","yes","stronachullin","tarbert road","ardrishaig, argyll","pa30 8et","01546 602172","fish","seawater","medium",190300,665300,"19a - fyne","strathclyde","the scottish salmon company","atlantic salmon, lumpsucker, wrasse",NA,NA,NA,NA,NA,NA,NA,NA
"teisti geo",2000520,"scottish sea farms ltd","s","30-Sep-20",NA,"30-Sep-20",NA,"atlantic salmon","fish weighing more than 5 grams",7,2,"5-Oct-20","0","inappropriate equipment - eqi","7-Oct-20",0,0,"inappropriate equipment","fs1093","18-Apr-06","hu385294","shetland","yes","north house","taing burra isle","shetland","n/a","01595 881002","fish","seawater","medium",438500,1129400,"3a - sw shetland mainland","shetland","scottish sea farms ltd","wrasse, lumpsucker, atlantic salmon",NA,NA,NA,NA,NA,NA,NA,NA
"tervine",2000267,"dawnfresh farming ltd","f","20-May-10",NA,"21-May-10",NA,"rainbow trout","fish weighing more than 5 grams",18,0.3,"21-May-10","57","human error - hum","21-May-10",57,0,"human error","fs0268","1-Jan-78","nn080264","argyll and bute","yes","tervine, kilchrenan","taynuilt","argyll","pa35 1he","01866 833220","fish","freshwater","low",208000,726400,"not in a management area","strathclyde","dawnfresh farming ltd","rainbow trout",NA,NA,NA,NA,NA,NA,NA,NA
"tervine",2000076,"torhouse trout ltd","f","24-Jun-05","21:00",NA,"nn083263","rainbow trout","fish weighing more than 5 grams",3,3.05018021201413,"8-Jul-05",">500","predator - prd","26-Jul-05",0,0,"predator","fs0268","1-Jan-78","nn080264","argyll and bute","yes","tervine, kilchrenan","taynuilt","argyll","pa35 1he","01866 833220","fish","freshwater","low",208000,726400,"not in a management area","strathclyde","dawnfresh farming ltd","rainbow trout",NA,NA,NA,NA,NA,NA,NA,NA
"tervine",2000200,"scot trout farming ltd","f","20-Aug-08",NA,"20-Aug-08","nn083263","rainbow trout","fish weighing more than 5 grams",14.636690647482,0.35,"25-Aug-08","unknown","unknown - unk","2-Sep-08",1254,14,"hole in net","fs0268","1-Jan-78","nn080264","argyll and bute","yes","tervine, kilchrenan","taynuilt","argyll","pa35 1he","01866 833220","fish","freshwater","low",208000,726400,"not in a management area","strathclyde","dawnfresh farming ltd","rainbow trout",NA,NA,NA,NA,NA,NA,NA,NA
"tervine",2000224,"dawnfresh farming ltd","f","5-May-09",NA,"5-May-09","nn076266","rainbow trout","fish weighing more than 5 grams",6,3.05018021201413,"7-May-09","700","human error - hum","7-May-09",700,0,"human error","fs0268","1-Jan-78","nn080264","argyll and bute","yes","tervine, kilchrenan","taynuilt","argyll","pa35 1he","01866 833220","fish","freshwater","low",208000,726400,"not in a management area","strathclyde","dawnfresh farming ltd","rainbow trout",NA,NA,NA,NA,NA,NA,NA,NA
"tervine",2000361,"torhouse trout","f","17-May-00",NA,NA,NA,"rainbow trout","fish weighing more than 5 grams",14.636690647482,0.25,NA,"1500","predator - prd",NA,1500,0,"predator","fs0268","1-Jan-78","nn080264","argyll and bute","yes","tervine, kilchrenan","taynuilt","argyll","pa35 1he","01866 833220","fish","freshwater","low",208000,726400,"not in a management area","strathclyde","dawnfresh farming ltd","rainbow trout",NA,NA,NA,NA,NA,NA,NA,NA
"tervine",2000206,"dawnfresh farming ltd","f","22-Sep-08",NA,"22-Sep-08","nn076266","rainbow trout","fish weighing more than 5 grams",14,3.05018021201413,"29-Sep-08","unknown","unknown - unk","27-Oct-08",3620,0,"unknown","fs0268","1-Jan-78","nn080264","argyll and bute","yes","tervine, kilchrenan","taynuilt","argyll","pa35 1he","01866 833220","fish","freshwater","low",208000,726400,"not in a management area","strathclyde","dawnfresh farming ltd","rainbow trout",NA,NA,NA,NA,NA,NA,NA,NA
"trossachs trout  ltd",2000167,"invicta trout ltd","f","11-Jun-07","11:00","11-Jun-07","nn607073","rainbow trout","fish weighing more than 5 grams",18,3.05018021201413,"13-Jul-07","12","screen failure - scr","13-Jul-07",12,12,"screen failure","fs0598","2-Apr-90","nn607073","stirling","yes","invertrossachs road","callander","n/a","fk17 8hg","01877 331771","fish","freshwater","medium",260700,707300,"not in a management area","central","invicta trout ltd","rainbow trout, common carp (inc. koi & mirror), brown trout and sea trout, tiger trout",NA,NA,NA,NA,NA,NA,NA,NA
"trossachs trout  ltd",2000094,"invicta trout ltd","f","2-Sep-06","700",NA,"nn607073","rainbow trout","fish weighing more than 5 grams",18,3.05018021201413,"17-Oct-06","200","other - oth","18-Oct-06",200,50,"other","fs0598","2-Apr-90","nn607073","stirling","yes","invertrossachs road","callander","n/a","fk17 8hg","01877 331771","fish","freshwater","medium",260700,707300,"not in a management area","central","invicta trout ltd","brown trout and sea trout, common carp (inc. koi & mirror), rainbow trout, tiger trout",NA,NA,NA,NA,NA,NA,NA,NA
"turness",2000183,"lakeland unst seawater","s","4-Dec-07","10:00",NA,"hu611993","atlantic salmon","broodfish",30,6.5,"12-Dec-07","2","human error - hum","12-Dec-07",2,0,"human error","fs0451","1-Aug-95","hu611993","shetland","yes","uyeasound","unst","shetland","ze2 9dl","01957 755253","fish","seawater","medium",461100,1199300,"1b - s unst, e yell, fetlar","shetland","cooke aquaculture scotland ltd","lumpsucker, atlantic salmon",NA,NA,NA,NA,NA,NA,NA,NA
"uig",2000491,"grieg seafood shetland ltd","s","22-May-19","09:40","22-May-19","ng 384624","atlantic salmon","grower fish (salmon only)",12,3.05018021201413,"22-May-19","500","human error - hum","14-Jun-19",500,0,"human error","fs0881","26-Aug-96","ng384624","highland","yes","shore base","uig","skye","iv51 9xx","01470 542358","fish","seawater","medium",138400,862400,"12a - snizort","highland","grieg seafood shetland ltd","lumpsucker, atlantic salmon",NA,NA,NA,NA,NA,NA,NA,NA
"vacasay",2000514,"the scottish salmon company","s","24-Mar-20",NA,"24-Mar-20","nb193361","atlantic salmon","grower fish (salmon only)",13,3.6,"25-Mar-20","0","predator - prd","25-Mar-20",0,0,"predator","fs1091","30-Nov-05","nb193361","western isles","yes","breasclete pier","breasclete","isle of lewis","hs2 9ed","01546 602172","fish","seawater","medium",119300,936100,"6a - loch roag","western isles","the scottish salmon company","wrasse, lumpsucker, atlantic salmon",NA,NA,NA,NA,NA,NA,NA,NA
"vacasay",2000272,"the scottish salmon company","s","13-Nov-10","13:45","13-Nov-10","nb193361","atlantic salmon","grower fish (salmon only)",30,4.5,"13-Nov-10","5,800","hole in net - hol","16-Nov-10",2766,0,"hole in net","fs1091","30-Nov-05","nb193361","western isles","yes","breasclete pier","breasclete","isle of lewis","hs2 9ed","01546 602172","fish","seawater","medium",119300,936100,"6a - loch roag","western isles","the scottish salmon company","atlantic salmon, wrasse, lumpsucker",NA,NA,NA,NA,NA,NA,NA,NA
"vuia mor",2000494,"the scottish salmon company","s","31-Aug-19",NA,"31-Aug-19","nb126343","atlantic salmon","grower fish (salmon only)",9,1.4,"2-Sep-19","0","predator - prd","4-Sep-19",0,0,"predator","fs1103","7-Mar-07","nb126343","western isles","yes","miavaig pier","uig","isle of lewis","hs2 9hw","01546 602172","fish","seawater","medium",112600,934300,"6a - loch roag","western isles","the scottish salmon company","atlantic salmon, lumpsucker, wrasse",NA,NA,NA,NA,NA,NA,NA,NA
"vuia mor",2000493,"the scottish salmon company","s","3-Jun-19",NA,"3-Jun-19","nb126343","atlantic salmon","grower fish (salmon only)",6,1,"4-Sep-19","0","predator - prd","4-Sep-19",0,0,"predator","fs1103","7-Mar-07","nb126343","western isles","yes","miavaig pier","uig","isle of lewis","hs2 9hw","01546 602172","fish","seawater","medium",112600,934300,"6a - loch roag","western isles","the scottish salmon company","wrasse, atlantic salmon, lumpsucker",NA,NA,NA,NA,NA,NA,NA,NA
"vuia mor",2000495,"the scottish salmon company","s","1-Sep-19",NA,"1-Sep-19","nb126343","atlantic salmon","grower fish (salmon only)",9,1.4,"2-Sep-19","0","predator - prd","4-Sep-19",0,0,"predator","fs1103","7-Mar-07","nb126343","western isles","yes","miavaig pier","uig","isle of lewis","hs2 9hw","01546 602172","fish","seawater","medium",112600,934300,"6a - loch roag","western isles","the scottish salmon company","wrasse, lumpsucker, atlantic salmon",NA,NA,NA,NA,NA,NA,NA,NA
"vuia mor",2000496,"the scottish salmon company","s","3-Sep-19",NA,"3-Sep-19",NA,"atlantic salmon","grower fish (salmon only)",9,1.4,"4-Sep-19","0","predator - prd","4-Sep-19",0,0,"predator","fs1103","7-Mar-07","nb126343","western isles","yes","miavaig pier","uig","isle of lewis","hs2 9hw","01546 602172","fish","seawater","medium",112600,934300,"6a - loch roag","western isles","the scottish salmon company","wrasse, atlantic salmon, lumpsucker",NA,NA,NA,NA,NA,NA,NA,NA
"vuia mor",2000177,"fjord seafood scotland farming ltd","s","14-Sep-07","11","14-Sep-07","nb126343","atlantic salmon","grower fish (salmon only)",15,2.5,"14-Sep-07","29,500","predator - prd","18-Oct-07",1629,0,"predator","fs1103","7-Mar-07","nb126343","western isles","yes","miavaig pier","uig","isle of lewis","hs2 9hw","01546 602172","fish","seawater","medium",112600,934300,"6a - loch roag","western isles","the scottish salmon company","atlantic salmon, lumpsucker, wrasse",NA,NA,NA,NA,NA,NA,NA,NA
"vuiabeag",2000465,"the scottish salmon company","s","10-Dec-17","09:00","12-Dec-17","58°11.540","atlantic salmon","grower fish (salmon only)",13,1.7,"12-Dec-17","0","predator - prd","21-Dec-17",0,0,"predator","fs0411","1-Jan-89","nb121331","western isles","yes","n/a",NA,NA,NA,NA,"fish","seawater","medium",112100,933100,"6a - loch roag","western isles","the scottish salmon company","lumpsucker, wrasse, atlantic salmon",NA,NA,NA,NA,NA,NA,NA,NA
"vuiabeag",2000061,"marine harvest (scotland) ltd","s","11-Jan-05","pm",NA,"nb121331","atlantic salmon","grower fish (salmon only)",23,1,"14-Jan-05","unknown","weather - wth","9-Feb-05",0,0,"weather","fs0411","1-Jan-89","nb121331","western isles","yes","n/a",NA,NA,NA,NA,"fish","seawater","medium",112100,933100,"6a - loch roag","western isles","the scottish salmon company","atlantic salmon, lumpsucker, wrasse",NA,NA,NA,NA,NA,NA,NA,NA
"walters (east lismore)",2000330,"hydro seafoods gsp","s","26-Nov-01",NA,NA,NA,"atlantic salmon","grower fish (salmon only)",14.636690647482,5.9,NA,"9000","weather - wth",NA,9000,0,"weather","fs0875","25-Jun-96","nm847400","argyll and bute","yes","south shian","connel","oban, argyll","pa37 1sb","07917 470194","fish","seawater","high",184700,740000,"15b - linnhe, firth of lorne, sound of mull and loch sunart","strathclyde","scottish sea farms ltd","atlantic salmon, lumpsucker, wrasse",NA,NA,NA,NA,NA,NA,NA,NA
"westmill fish farm",2000369,"cloan hatcheries","f","1-Nov-00",NA,NA,NA,"rainbow trout","fish weighing more than 5 grams",14.636690647482,0.25,NA,"10000","vandalism - van",NA,10000,0,"vandalism","fs0606","26-Nov-90","no204447","perth and kinross","yes","blairgowrie","perthshire","n/a","ph10 7hg","01250 873740","fish","freshwater","medium",320400,744700,"not in a management area","tayside","cloan hatcheries ltd","rainbow trout, brown trout and sea trout",NA,NA,NA,NA,NA,NA,NA,NA
"wick of vatsetter",2000325,"shetland norse fish farm ltd.","s","1-Mar-01",NA,NA,NA,"atlantic salmon","grower fish (salmon only)",14.636690647482,2.5,NA,"9000","equipment damage - eqd",NA,9000,0,"equipment damage","fs0407","1-Jan-89","hu534902","shetland","yes","yell shorebase","mid yell","shetland","ze2 9bn","01856 876101","fish","seawater","low",453400,1190200,"1b - s unst, e yell, fetlar","shetland","cooke aquaculture scotland ltd","atlantic salmon, lumpsucker",NA,NA,NA,NA,NA,NA,NA,NA
"winna ness",2000292,"lakeland unst seawater","s","25-Dec-11",NA,"25-Dec-11",NA,"atlantic salmon","grower fish (salmon only)",24,3.5,"27-Dec-11","336,000","weather - wth","24-Jan-12",0,0,"weather","fs0871","23-May-96","hu599982","shetland","yes","uyeasound","unst","shetland","ze2 9dl","01957 755253","fish","seawater","low",459900,1198200,"1b - s unst, e yell, fetlar","shetland","cooke aquaculture scotland ltd","lumpsucker, atlantic salmon",NA,NA,NA,NA,NA,NA,NA,NA
"winna ness",2000148,"lakeland unst seawater","s","26-Feb-07","15:00","26-Feb-07","hu599982","atlantic salmon","grower fish (salmon only)",17,4,"26-Feb-07","not known","hole in net - hol","19-Mar-07",8213,0,"hole in net","fs0871","23-May-96","hu599982","shetland","yes","uyeasound","unst","shetland","ze2 9dl","01957 755253","fish","seawater","low",459900,1198200,"1b - s unst, e yell, fetlar","shetland","cooke aquaculture scotland ltd","atlantic salmon, lumpsucker",NA,NA,NA,NA,NA,NA,NA,NA
"wyre",2000508,"scottish sea farms ltd","s","29-Oct-19","10:00","29-Oct-20","hy456253","atlantic salmon","grower fish (salmon only)",6,3.05018021201413,"3-Feb-20","0","predator - prd","18-Feb-20",0,0,"predator","fs1294","12-Jan-15","hy456253","orkney","yes","orkney regional office","scapa","orkney","kw15 1sd","01856 898033","fish","seawater","medium",345600,1025300,"8b - central orkney","orkney","scottish sea farms ltd","atlantic salmon",NA,NA,NA,NA,NA,NA,NA,NA
"yetts o' muckart",2000205,"mainstream scotland ltd","f","16-Sep-08",NA,"23-Sep-08","no009019","atlantic salmon","salmon fresh water stages",9,0.04,"23-Sep-08","unknown","no actual escape of fish - nes","23-Sep-08",0,0,"no actual escape of fish","fs0371","1-Sep-95","no009019","clackmannanshire","yes","by dollar","clackmannanshire","n/a","fk14 7jt","01259 781579","fish","freshwater","low",300900,701900,"not in a management area","central","cooke aquaculture (freshwater) ltd","atlantic salmon",NA,NA,NA,NA,NA,NA,NA,NA
"Abbey St Bathans Trout Farm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,10,2.153,0.712,1.476958,0.018612382,0.103227598,0.262321478
"Aird",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,12,1.31,0.422,1.05848,0.016641652,0.08328429,0.130902984
